SuperStore PRODUCTS,,,,,
,,,,,
Product ID,Product Name,Sub-Category,Furniture,Office Supplies,Technology
OFF-LA-10004462,"Hon Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-LA-10004484,"Novimex File Folder Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004487,"Harbour Creations Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-LA-10004488,Avery 518,Labels,,x,
OFF-LA-10004495,"Avery Round Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004519,"Smead Color Coded Labels, Adjustable",Labels,,x,
OFF-LA-10004538,"Avery Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-LA-10004543,"Hon Removable Labels, Adjustable",Labels,,x,
OFF-LA-10004544,"Avery Color Coded Labels, Adjustable",Labels,,x,
OFF-LA-10004545,"Novimex File Folder Labels, Adjustable",Labels,,x,
OFF-LA-10004559,"Avery Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004576,"Avery Removable Labels, Alphabetical",Labels,,x,
OFF-LA-10004594,"Novimex Color Coded Labels, Alphabetical",Labels,,x,
OFF-LA-10004614,"Avery Round Labels, Adjustable",Labels,,x,
OFF-LA-10004623,Avery 513,Labels,,x,
OFF-LA-10004648,"Smead Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004677,"Avery Round Labels, Alphabetical",Labels,,x,
OFF-LA-10004689,"Hon Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-LA-10004700,"Avery Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-LA-10004709,"Hon Round Labels, Laser Printer Compatible",Labels,,x,
OFF-LA-10004714,"Harbour Creations Shipping Labels, Adjustable",Labels,,x,
OFF-LA-10004727,"Hon Shipping Labels, Alphabetical",Labels,,x,
OFF-LA-10004737,"Smead Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-LA-10004738,"Avery Round Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004744,"Avery Shipping Labels, Alphabetical",Labels,,x,
OFF-LA-10004745,"Harbour Creations Color Coded Labels, Adjustable",Labels,,x,
OFF-LA-10004747,"Avery Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004749,"Hon Round Labels, Adjustable",Labels,,x,
OFF-LA-10004753,"Hon Removable Labels, Adjustable",Labels,,x,
OFF-LA-10004756,Avery 516,Labels,,x,
OFF-LA-10004761,"Novimex Shipping Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004774,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Labels,,x,
OFF-LA-10004777,"Hon Round Labels, Alphabetical",Labels,,x,
OFF-LA-10004795,"Novimex Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004799,"Hon Round Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004832,Avery 478,Labels,,x,
OFF-LA-10004848,"Avery Shipping Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004853,Avery 489,Labels,,x,
OFF-LA-10004859,"Hon Round Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004877,"Smead Removable Labels, Adjustable",Labels,,x,
OFF-LA-10004894,"Hon Shipping Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004916,"Novimex Round Labels, Laser Printer Compatible",Labels,,x,
OFF-LA-10004918,"Harbour Creations Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-LA-10004919,"Novimex Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004929,"Smead Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-LA-10004933,"Novimex Color Coded Labels, Alphabetical",Labels,,x,
OFF-LA-10004947,"Hon Removable Labels, Adjustable",Labels,,x,
OFF-LA-10004964,"Hon Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-LA-10004969,"Novimex Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-LA-10004972,Avery 481,Labels,,x,
OFF-NOV-10000092,"Harbour Creations Removable Labels, Adjustable",Labels,,x,
OFF-NOV-10000141,"Hon Shipping Labels, 5000 Label Set",Labels,,x,
OFF-NOV-10000512,"Smead File Folder Labels, Adjustable",Labels,,x,
OFF-NOV-10000721,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Labels,,x,
OFF-NOV-10000787,"Smead File Folder Labels, Alphabetical",Labels,,x,
OFF-NOV-10000808,"Hon Shipping Labels, Adjustable",Labels,,x,
OFF-NOV-10000986,"Novimex Shipping Labels, Alphabetical",Labels,,x,
OFF-NOV-10001238,Avery 490,Labels,,x,
OFF-NOV-10001568,"Smead Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-NOV-10001753,"Harbour Creations Shipping Labels, 5000 Label Set",Labels,,x,
OFF-NOV-10002258,"Smead Removable Labels, Adjustable",Labels,,x,
OFF-NOV-10002610,"Smead Removable Labels, Adjustable",Labels,,x,
OFF-NOV-10002952,"Novimex Removable Labels, Adjustable",Labels,,x,
OFF-NOV-10003180,"Smead Shipping Labels, Alphabetical",Labels,,x,
OFF-NOV-10003401,"Smead Shipping Labels, 5000 Label Set",Labels,,x,
OFF-NOV-10003499,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-NOV-10003578,"Novimex Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-NOV-10003964,"Smead Shipping Labels, Alphabetical",Labels,,x,
OFF-NOV-10004048,Avery 479,Labels,,x,
OFF-NOV-10004223,Avery 497,Labels,,x,
OFF-NOV-10004585,"Smead Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-NOV-10004671,"Avery Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-NOV-10004680,"Hon Shipping Labels, 5000 Label Set",Labels,,x,
OFF-NOV-10004968,"Harbour Creations Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10000121,Avery 484,Labels,,x,
OFF-OIC-10000189,Avery 519,Labels,,x,
OFF-OIC-10000492,"Harbour Creations Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-OIC-10000855,"Novimex File Folder Labels, 5000 Label Set",Labels,,x,
OFF-OIC-10000988,"Hon Round Labels, Alphabetical",Labels,,x,
OFF-OIC-10001056,"Hon Color Coded Labels, Adjustable",Labels,,x,
OFF-OIC-10001155,"Smead Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10001477,"Novimex Color Coded Labels, Alphabetical",Labels,,x,
OFF-OIC-10001921,"Smead File Folder Labels, Alphabetical",Labels,,x,
OFF-OIC-10002160,"Smead Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-OIC-10002161,"Harbour Creations Round Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10002266,"Harbour Creations Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10002625,"Avery Color Coded Labels, Alphabetical",Labels,,x,
OFF-OIC-10003028,"Harbour Creations Round Labels, Adjustable",Labels,,x,
OFF-OIC-10003366,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10003518,"Novimex Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10003879,"Avery Round Labels, 5000 Label Set",Labels,,x,
OFF-OIC-10003978,"Novimex Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10004253,"Novimex Round Labels, Adjustable",Labels,,x,
OFF-OIC-10004255,"Harbour Creations Round Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10004536,"Harbour Creations Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-OIC-10004622,"Novimex Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-OIC-10004810,"Smead Round Labels, Laser Printer Compatible",Labels,,x,
OFF-OIC-10004999,"Hon File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10000007,"Novimex Removable Labels, Adjustable",Labels,,x,
OFF-PA-10000019,"Smead Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000026,"Novimex File Folder Labels, Alphabetical",Labels,,x,
OFF-PA-10000029,"Avery Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10000030,"Novimex File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10000032,"Smead Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000034,Avery 485,Labels,,x,
OFF-PA-10000036,"Harbour Creations Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10000048,"Novimex Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10000061,"Hon File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10000062,Avery 480,Labels,,x,
OFF-PA-10000069,"Hon Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10000070,"Novimex Shipping Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000081,"Harbour Creations Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000091,"Harbour Creations Round Labels, Adjustable",Labels,,x,
OFF-PA-10000098,"Novimex Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000100,"Hon Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000108,"Hon Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000116,"Novimex Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10000127,"Hon Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10000130,"Avery Removable Labels, Alphabetical",Labels,,x,
OFF-PA-10000141,"Avery Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000143,"Harbour Creations File Folder Labels, Alphabetical",Labels,,x,
OFF-PA-10000157,"Avery File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000167,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000174,"Novimex Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000176,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Labels,,x,
OFF-PA-10000194,"Harbour Creations Shipping Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000206,"Avery File Folder Labels, Alphabetical",Labels,,x,
OFF-PA-10000210,"Avery File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000213,"Novimex Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10000215,"Harbour Creations Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10000223,"Novimex Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000232,"Avery Removable Labels, Adjustable",Labels,,x,
OFF-PA-10000241,"Avery Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000246,"Harbour Creations Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10000249,"Novimex Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10000273,Avery 500,Labels,,x,
OFF-PA-10000277,"Avery File Folder Labels, Alphabetical",Labels,,x,
OFF-PA-10000289,"Harbour Creations File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10000295,"Hon Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000300,Avery 506,Labels,,x,
OFF-PA-10000301,"Hon File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10000302,"Smead Round Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000304,"Harbour Creations Round Labels, Alphabetical",Labels,,x,
OFF-PA-10000308,"Hon Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000312,Avery 51,Labels,,x,
OFF-PA-10000317,"Novimex Round Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000318,Avery 474,Labels,,x,
OFF-PA-10000320,"Harbour Creations File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000327,"Novimex Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000344,"Smead File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000349,"Smead File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000350,Avery 508,Labels,,x,
OFF-PA-10000354,"Smead Round Labels, Adjustable",Labels,,x,
OFF-PA-10000357,"Avery Removable Labels, Alphabetical",Labels,,x,
OFF-PA-10000362,"Hon Round Labels, Adjustable",Labels,,x,
OFF-PA-10000373,"Novimex Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10000380,"Harbour Creations Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10000382,"Novimex Shipping Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000383,"Harbour Creations Removable Labels, Adjustable",Labels,,x,
OFF-PA-10000393,"Hon File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000418,"Avery Removable Labels, Adjustable",Labels,,x,
OFF-PA-10000420,"Hon Round Labels, Adjustable",Labels,,x,
OFF-PA-10000423,"Harbour Creations Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10000450,"Avery Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000453,"Hon Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10000466,"Harbour Creations Removable Labels, Adjustable",Labels,,x,
OFF-PA-10000474,"Harbour Creations Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000476,"Novimex Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10000477,"Smead Round Labels, Alphabetical",Labels,,x,
OFF-PA-10000482,"Hon Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10000483,"Smead Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000501,"Harbour Creations Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10000520,"Novimex Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000522,Avery 5,Labels,,x,
OFF-PA-10000527,"Harbour Creations File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000528,"Avery Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000533,"Smead Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10000540,"Harbour Creations File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000551,"Hon Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000552,"Smead Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10000556,"Avery Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000562,"Smead Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10000565,Avery 475,Labels,,x,
OFF-PA-10000575,"Smead Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10000579,"Avery Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000587,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,,x,
OFF-PA-10000588,"Avery Round Labels, Adjustable",Labels,,x,
OFF-PA-10000591,"Novimex Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000595,Avery 515,Labels,,x,
OFF-PA-10000601,"Harbour Creations File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000605,"Hon File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000644,"Smead Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000655,"Hon Removable Labels, Adjustable",Labels,,x,
OFF-PA-10000659,"Avery Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000673,"Smead Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10000675,"Novimex Round Labels, Adjustable",Labels,,x,
OFF-PA-10000677,"Novimex Removable Labels, Adjustable",Labels,,x,
OFF-PA-10000682,Avery 498,Labels,,x,
OFF-PA-10000694,"Hon Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10000697,"Hon Round Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000705,"Smead File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10000721,Avery 510,Labels,,x,
OFF-PA-10000726,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000731,Avery 487,Labels,,x,
OFF-PA-10000740,Self-Adhesive Removable Labels,Labels,,x,
OFF-PA-10000743,"Novimex File Folder Labels, Alphabetical",Labels,,x,
OFF-PA-10000745,"Smead Round Labels, Alphabetical",Labels,,x,
OFF-PA-10000752,"Smead Removable Labels, Adjustable",Labels,,x,
OFF-PA-10000756,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000758,"Novimex Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10000776,"Smead Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10000781,"Avery Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000788,"Avery File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000791,"Smead Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000806,"Hon Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000807,Alphabetical Labels for Top Tab Filing,Labels,,x,
OFF-PA-10000809,"Novimex Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10000816,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,,x,
OFF-PA-10000824,"Avery Shipping Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000827,"Smead Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10000850,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000859,"Novimex Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000863,"Hon Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000867,"Avery Round Labels, Adjustable",Labels,,x,
OFF-PA-10000871,"Harbour Creations Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10000872,Avery 507,Labels,,x,
OFF-PA-10000876,"Hon Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000878,"Harbour Creations Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10000908,"Hon Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000915,Color-Coded Legal Exhibit Labels,Labels,,x,
OFF-PA-10000919,"Hon Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000924,"Hon Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000935,Avery 486,Labels,,x,
OFF-PA-10000944,"Avery Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000947,"Avery Round Labels, 5000 Label Set",Labels,,x,
OFF-PA-10000951,"Hon Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10000955,"Avery File Folder Labels, Alphabetical",Labels,,x,
OFF-PA-10000960,"Avery Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000961,"Smead Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10000976,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10000994,"Smead File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001001,"Smead Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001004,"Avery Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001006,Avery 491,Labels,,x,
OFF-PA-10001019,"Novimex File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10001033,"Hon Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001085,"Smead File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001086,"Smead Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10001091,Avery 482,Labels,,x,
OFF-PA-10001115,"Harbour Creations Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10001125,"Smead Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001142,"Hon File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001144,"Hon Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10001164,"Avery Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10001166,"Novimex File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10001170,Avery 493,Labels,,x,
OFF-PA-10001178,"Novimex File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001184,"Hon Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10001204,"Hon Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001212,Avery 492,Labels,,x,
OFF-PA-10001215,"Avery File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001223,Staples,Labels,,x,
OFF-PA-10001236,"Avery Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001243,"Smead Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10001246,Avery 476,Labels,,x,
OFF-PA-10001258,"Harbour Creations Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10001259,"Novimex Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10001260,"Novimex Round Labels, Alphabetical",Labels,,x,
OFF-PA-10001274,"Avery Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001275,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001281,"Novimex Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10001283,Avery 505,Labels,,x,
OFF-PA-10001289,Avery 50,Labels,,x,
OFF-PA-10001293,Avery 49,Labels,,x,
OFF-PA-10001294,"Harbour Creations File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001295,"Avery Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10001301,"Smead Round Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001302,"Smead Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001307,"Avery Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001323,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Labels,,x,
OFF-PA-10001327,Avery 512,Labels,,x,
OFF-PA-10001348,"Avery Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10001351,"Avery Round Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001357,"Novimex File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001363,"Hon File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001370,"Avery Shipping Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001371,"Harbour Creations Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10001385,"Smead Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10001409,"Harbour Creations Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10001421,"Hon Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10001445,"Avery Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001448,"Novimex Removable Labels, Adjustable",Labels,,x,
OFF-PA-10001450,"Novimex Round Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001456,"Avery Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001457,"Avery File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10001461,"Avery Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10001466,"Smead Shipping Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001470,"Novimex Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10001471,"Hon Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10001492,"Hon Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10001495,"Novimex Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10001497,"Avery Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001509,Avery 483,Labels,,x,
OFF-PA-10001516,"Avery Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10001523,"Avery File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001526,"Hon Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001531,"Hon Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10001534,"Harbour Creations Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001536,"Harbour Creations Round Labels, Alphabetical",Labels,,x,
OFF-PA-10001537,"Smead Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10001560,"Novimex Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001569,"Harbour Creations Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10001576,"Hon Shipping Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001578,"Smead Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10001583,"Novimex Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10001593,"Avery File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001595,"Novimex Color Coded Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001609,"Novimex Round Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001620,"Novimex Color Coded Labels, Adjustable",Labels,,x,
OFF-PA-10001622,"Novimex File Folder Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001639,"Novimex Removable Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001650,"Novimex Round Labels, Adjustable",Labels,,x,
OFF-PA-10001653,"Novimex File Folder Labels, Adjustable",Labels,,x,
OFF-PA-10001656,"Novimex Shipping Labels, Alphabetical",Labels,,x,
OFF-PA-10001661,"Novimex Shipping Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001662,"Novimex Round Labels, Alphabetical",Labels,,x,
OFF-PA-10001667,"Novimex Legal Exhibit Labels, Alphabetical",Labels,,x,
OFF-PA-10001685,"Novimex File Folder Labels, Alphabetical",Labels,,x,
OFF-PA-10001686,"Novimex Round Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001691,"Novimex Legal Exhibit Labels, Adjustable",Labels,,x,
OFF-PA-10001708,"Novimex Color Coded Labels, Alphabetical",Labels,,x,
OFF-PA-10001712,"Novimex Removable Labels, Adjustable",Labels,,x,
OFF-PA-10001720,"Novimex Color Coded Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001722,"Novimex File Folder Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001725,"Novimex Legal Exhibit Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001733,"Novimex Shipping Labels, Adjustable",Labels,,x,
OFF-PA-10001735,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001736,"Novimex Removable Labels, 5000 Label Set",Labels,,x,
OFF-PA-10001745,"Novimex Shipping Labels, Laser Printer Compatible",Labels,,x,
OFF-PA-10001752,"Novimex Removable Labels, Adjustable",Labels,,x,
OFF-PA-10001758,"OIC Paper Clips, 12 Pack",Fasteners,,x,
OFF-PA-10001761,"OIC Clamps, Metal",Fasteners,,x,
OFF-PA-10001763,"OIC Push Pins, 12 Pack",Fasteners,,x,
OFF-PA-10001776,"OIC Thumb Tacks, Metal",Fasteners,,x,
OFF-PA-10001790,"OIC Rubber Bands, Metal",Fasteners,,x,
OFF-PA-10001795,"OIC Clamps, 12 Pack",Fasteners,,x,
OFF-PA-10001800,"OIC Paper Clips, Bulk Pack",Fasteners,,x,
OFF-PA-10001801,"OIC Push Pins, Bulk Pack",Fasteners,,x,
OFF-PA-10001804,"OIC Clamps, Assorted Sizes",Fasteners,,x,
OFF-PA-10001815,"OIC Rubber Bands, 12 Pack",Fasteners,,x,
OFF-PA-10001818,"OIC Push Pins, Assorted Sizes",Fasteners,,x,
OFF-PA-10001826,"OIC Staples, 12 Pack",Fasteners,,x,
OFF-PA-10001835,"OIC Thumb Tacks, 12 Pack",Fasteners,,x,
OFF-PA-10001837,"OIC Staples, Bulk Pack",Fasteners,,x,
OFF-PA-10001838,"OIC Staples, Metal",Fasteners,,x,
OFF-PA-10001844,"OIC Rubber Bands, Assorted Sizes",Fasteners,,x,
